arc_id,from_node,to_node,base_cost,resource_id
1068,522,533,1.0,51600
1069,533,522,1.0,51600
1070,533,534,1.0,51601
1071,534,533,1.0,51601
1072,534,517,1.0,51602
1073,517,534,1.0,51602
1074,517,531,1.0,51603
1075,531,517,1.0,51603
1076,531,535,1.0,51604
1077,535,531,1.0,51604
1078,535,527,1.0,51610
1079,527,535,1.0,51610
1080,536,512,0.5,-1
1081,520,537,0.5,-1
1082,538,520,0.5,-1
1083,512,539,0.5,-1
1084,540,521,0.5,-1
1085,528,541,0.5,-1
1086,542,528,0.5,-1
1087,521,543,0.5,-1
1088,544,545,1.0,21700
1089,545,544,1.0,21700
1090,553,554,1.0,31700
1091,554,553,1.0,31700
1092,545,546,1.0,21701
1093,546,545,1.0,21701
1094,554,555,1.0,31701
1095,555,554,1.0,31701
1096,546,547,1.0,21702
1097,547,546,1.0,21702
1098,555,556,1.0,31702
1099,556,555,1.0,31702
1100,547,548,1.0,21703
1101,548,547,1.0,21703
1102,556,548,1.0,31703
1103,548,556,1.0,31703
1104,548,549,1.0,21704
1105,549,548,1.0,21704
1106,548,557,1.0,31704
1107,557,548,1.0,31704
1108,549,550,1.0,21705
1109,550,549,1.0,21705
1110,557,558,1.0,31705
1111,558,557,1.0,31705
1112,550,551,1.0,21706
1113,551,550,1.0,21706
1114,558,559,1.0,31706
1115,559,558,1.0,31706
1116,551,552,1.0,21707
1117,552,551,1.0,21707
1118,559,560,1.0,31707
1119,560,559,1.0,31707
1120,545,561,1.0,41700
1121,561,545,1.0,41700
1122,561,562,1.0,41701
1123,562,561,1.0,41701
1124,562,557,1.0,41702
1125,557,562,1.0,41702
1126,557,563,1.0,41703
1127,563,557,1.0,41703
1128,563,564,1.0,41704
1129,564,563,1.0,41704
1130,564,551,1.0,41710
1131,551,564,1.0,41710
1132,554,565,1.0,51700
1133,565,554,1.0,51700
1134,565,566,1.0,51701
1135,566,565,1.0,51701
1136,566,549,1.0,51702
1137,549,566,1.0,51702
1138,549,563,1.0,51703
1139,563,549,1.0,51703
1140,563,567,1.0,51704
1141,567,563,1.0,51704
1142,567,559,1.0,51710
1143,559,567,1.0,51710
1144,568,544,0.5,-1
1145,552,569,0.5,-1
1146,570,552,0.5,-1
1147,544,571,0.5,-1
1148,572,553,0.5,-1
1149,560,573,0.5,-1
1150,574,560,0.5,-1
1151,553,575,0.5,-1
1152,576,577,1.0,21800
1153,577,576,1.0,21800
1154,585,586,1.0,31800
1155,586,585,1.0,31800
1156,577,578,1.0,21801
1157,578,577,1.0,21801
1158,586,587,1.0,31801
1159,587,586,1.0,31801
1160,578,579,1.0,21802
1161,579,578,1.0,21802
1162,587,588,1.0,31802
1163,588,587,1.0,31802
1164,579,580,1.0,21803
1165,580,579,1.0,21803
1166,588,580,1.0,31803
1167,580,588,1.0,31803
1168,580,581,1.0,21804
1169,581,580,1.0,21804
1170,580,589,1.0,31804
1171,589,580,1.0,31804
1172,581,582,1.0,21805
1173,582,581,1.0,21805
1174,589,590,1.0,31805
1175,590,589,1.0,31805
1176,582,583,1.0,21806
1177,583,582,1.0,21806
1178,590,591,1.0,31806
1179,591,590,1.0,31806
1180,583,584,1.0,21807
1181,584,583,1.0,21807
1182,591,592,1.0,31807
1183,592,591,1.0,31807
1184,577,593,1.0,41800
1185,593,577,1.0,41800
1186,593,594,1.0,41801
1187,594,593,1.0,41801
1188,594,589,1.0,41802
1189,589,594,1.0,41802
1190,589,595,1.0,41803
1191,595,589,1.0,41803
1192,595,596,1.0,41804
1193,596,595,1.0,41804
1194,596,583,1.0,41810
1195,583,596,1.0,41810
1196,586,597,1.0,51800
1197,597,586,1.0,51800
1198,597,598,1.0,51801
1199,598,597,1.0,51801
1200,598,581,1.0,51802
1201,581,598,1.0,51802
1202,581,595,1.0,51803
1203,595,581,1.0,51803
1204,595,599,1.0,51804
1205,599,595,1.0,51804
1206,599,591,1.0,51810
1207,591,599,1.0,51810
1208,600,576,0.5,-1
1209,584,601,0.5,-1
1210,602,584,0.5,-1
1211,576,603,0.5,-1
1212,604,585,0.5,-1
1213,592,605,0.5,-1
1214,606,592,0.5,-1
1215,585,607,0.5,-1
1216,608,609,1.0,21900
1217,609,608,1.0,21900
1218,617,618,1.0,31900
1219,618,617,1.0,31900
1220,609,610,1.0,21901
1221,610,609,1.0,21901
1222,618,619,1.0,31901
1223,619,618,1.0,31901
1224,610,611,1.0,21902
1225,611,610,1.0,21902
1226,619,620,1.0,31902
1227,620,619,1.0,31902
1228,611,612,1.0,21903
1229,612,611,1.0,21903
1230,620,612,1.0,31903
1231,612,620,1.0,31903
1232,612,613,1.0,21904
1233,613,612,1.0,21904
1234,612,621,1.0,31904
1235,621,612,1.0,31904
1236,613,614,1.0,21905
1237,614,613,1.0,21905
1238,621,622,1.0,31905
1239,622,621,1.0,31905
1240,614,615,1.0,21906
1241,615,614,1.0,21906
1242,622,623,1.0,31906
1243,623,622,1.0,31906
1244,615,616,1.0,21907
1245,616,615,1.0,21907
1246,623,624,1.0,31907
1247,624,623,1.0,31907
1248,609,625,1.0,41900
1249,625,609,1.0,41900
1250,625,626,1.0,41901
1251,626,625,1.0,41901
1252,626,621,1.0,41902
1253,621,626,1.0,41902
1254,621,627,1.0,41903
1255,627,621,1.0,41903
1256,627,628,1.0,41904
1257,628,627,1.0,41904
1258,628,615,1.0,41910
1259,615,628,1.0,41910
1260,618,629,1.0,51900
1261,629,618,1.0,51900
1262,629,630,1.0,51901
1263,630,629,1.0,51901
1264,630,613,1.0,51902
1265,613,630,1.0,51902
1266,613,627,1.0,51903
1267,627,613,1.0,51903
1268,627,631,1.0,51904
1269,631,627,1.0,51904
1270,631,623,1.0,51910
1271,623,631,1.0,51910
1272,632,608,0.5,-1
1273,616,633,0.5,-1
1274,634,616,0.5,-1
1275,608,635,0.5,-1
1276,636,617,0.5,-1
1277,624,637,0.5,-1
1278,638,624,0.5,-1
1279,617,639,0.5,-1
