agent_id,time,node_id,x,y,resource_id,train_class
44,1,268,0,88,1440,express
44,2,269,1,88,1441,express
44,3,270,2,88,1442,express
44,4,271,3,88,1443,express
44,5,273,4,88,1445,express
44,6,274,5,88,1446,express
44,7,275,6,88,1447,express
44,8,265,8,88,-1,express
44,9,265,8,88,-1,express
44,10,265,8,88,-1,express
44,11,265,8,88,-1,express
44,12,265,8,88,-1,express
44,13,265,8,88,-1,express
44,14,265,8,88,-1,express
44,15,265,8,88,-1,express
44,16,265,8,88,-1,express
44,17,265,8,88,-1,express
44,18,265,8,88,-1,express
44,19,265,8,88,-1,express
45,0,266,8,89,-1,regional
45,1,275,6,88,1447,regional
45,2,274,5,88,1446,regional
45,3,273,4,88,1445,regional
45,4,272,3,89,1444,regional
45,5,270,2,88,1442,regional
45,6,269,1,88,1441,regional
45,7,268,0,88,1440,regional
45,8,267,-2,89,-1,regional
45,9,267,-2,89,-1,regional
45,10,267,-2,89,-1,regional
45,11,267,-2,89,-1,regional
45,12,267,-2,89,-1,regional
45,13,267,-2,89,-1,regional
45,14,267,-2,89,-1,regional
45,15,267,-2,89,-1,regional
45,16,267,-2,89,-1,regional
45,17,267,-2,89,-1,regional
45,18,267,-2,89,-1,regional
45,19,267,-2,89,-1,regional
46,0,276,-2,92,-1,express
46,1,276,-2,92,-1,express
46,2,280,0,92,1460,express
46,3,281,1,92,1461,express
46,4,282,2,92,1462,express
46,5,283,3,92,1463,express
46,6,285,4,92,1465,express
46,7,286,5,92,1466,express
46,8,287,6,92,1467,express
46,9,277,8,92,-1,express
46,10,277,8,92,-1,express
46,11,277,8,92,-1,express
46,12,277,8,92,-1,express
46,13,277,8,92,-1,express
46,14,277,8,92,-1,express
46,15,277,8,92,-1,express
46,16,277,8,92,-1,express
46,17,277,8,92,-1,express
46,18,277,8,92,-1,express
46,19,277,8,92,-1,express
47,0,278,8,93,-1,regional
47,1,278,8,93,-1,regional
47,2,287,6,92,1467,regional
47,3,286,5,92,1466,regional
47,4,285,4,92,1465,regional
47,5,284,3,93,1464,regional
47,6,282,2,92,1462,regional
47,7,281,1,92,1461,regional
47,8,280,0,92,1460,regional
47,9,279,-2,93,-1,regional
47,10,279,-2,93,-1,regional
47,11,279,-2,93,-1,regional
47,12,279,-2,93,-1,regional
47,13,279,-2,93,-1,regional
47,14,279,-2,93,-1,regional
47,15,279,-2,93,-1,regional
47,16,279,-2,93,-1,regional
47,17,279,-2,93,-1,regional
47,18,279,-2,93,-1,regional
47,19,279,-2,93,-1,regional
48,0,288,-2,96,-1,express
48,1,292,0,96,1480,express
48,2,293,1,96,1481,express
48,3,294,2,96,1482,express
48,4,295,3,96,1483,express
48,5,297,4,96,1485,express
48,6,298,5,96,1486,express
48,7,299,6,96,1487,express
48,8,289,8,96,-1,express
48,9,289,8,96,-1,express
48,10,289,8,96,-1,express
48,11,289,8,96,-1,express
48,12,289,8,96,-1,express
48,13,289,8,96,-1,express
48,14,289,8,96,-1,express
48,15,289,8,96,-1,express
48,16,289,8,96,-1,express
48,17,289,8,96,-1,express
48,18,289,8,96,-1,express
48,19,289,8,96,-1,express
49,0,290,8,97,-1,regional
49,1,299,6,96,1487,regional
49,2,298,5,96,1486,regional
49,3,297,4,96,1485,regional
49,4,296,3,97,1484,regional
49,5,294,2,96,1482,regional
49,6,293,1,96,1481,regional
49,7,292,0,96,1480,regional
49,8,291,-2,97,-1,regional
49,9,291,-2,97,-1,regional
49,10,291,-2,97,-1,regional
49,11,291,-2,97,-1,regional
49,12,291,-2,97,-1,regional
49,13,291,-2,97,-1,regional
49,14,291,-2,97,-1,regional
49,15,291,-2,97,-1,regional
49,16,291,-2,97,-1,regional
49,17,291,-2,97,-1,regional
49,18,291,-2,97,-1,regional
49,19,291,-2,97,-1,regional
50,0,300,-2,100,-1,express
50,1,300,-2,100,-1,express
50,2,304,0,100,1500,express
50,3,305,1,100,1501,express
50,4,306,2,100,1502,express
50,5,307,3,100,1503,express
50,6,309,4,100,1505,express
50,7,310,5,100,1506,express
50,8,311,6,100,1507,express
50,9,301,8,100,-1,express
50,10,301,8,100,-1,express
50,11,301,8,100,-1,express
50,12,301,8,100,-1,express
50,13,301,8,100,-1,express
50,14,301,8,100,-1,express
50,15,301,8,100,-1,express
50,16,301,8,100,-1,express
50,17,301,8,100,-1,express
50,18,301,8,100,-1,express
50,19,301,8,100,-1,express
51,0,302,8,101,-1,regional
51,1,302,8,101,-1,regional
51,2,311,6,100,1507,regional
51,3,310,5,100,1506,regional
51,4,309,4,100,1505,regional
51,5,308,3,101,1504,regional
51,6,306,2,100,1502,regional
51,7,305,1,100,1501,regional
51,8,304,0,100,1500,regional
51,9,303,-2,101,-1,regional
51,10,303,-2,101,-1,regional
51,11,303,-2,101,-1,regional
51,12,303,-2,101,-1,regional
51,13,303,-2,101,-1,regional
51,14,303,-2,101,-1,regional
51,15,303,-2,101,-1,regional
51,16,303,-2,101,-1,regional
51,17,303,-2,101,-1,regional
51,18,303,-2,101,-1,regional
51,19,303,-2,101,-1,regional
52,0,312,-2,104,-1,express
52,1,316,0,104,1520,express
52,2,317,1,104,1521,express
52,3,318,2,104,1522,express
52,4,319,3,104,1523,express
52,5,321,4,104,1525,express
52,6,322,5,104,1526,express
52,7,323,6,104,1527,express
52,8,313,8,104,-1,express
52,9,313,8,104,-1,express
52,10,313,8,104,-1,express
52,11,313,8,104,-1,express
52,12,313,8,104,-1,express
52,13,313,8,104,-1,express
52,14,313,8,104,-1,express
52,15,313,8,104,-1,express
52,16,313,8,104,-1,express
52,17,313,8,104,-1,express
52,18,313,8,104,-1,express
52,19,313,8,104,-1,express
53,0,314,8,105,-1,regional
53,1,323,6,104,1527,regional
53,2,322,5,104,1526,regional
53,3,321,4,104,1525,regional
53,4,320,3,105,1524,regional
53,5,318,2,104,1522,regional
53,6,317,1,104,1521,regional
53,7,316,0,104,1520,regional
53,8,315,-2,105,-1,regional
53,9,315,-2,105,-1,regional
53,10,315,-2,105,-1,regional
53,11,315,-2,105,-1,regional
53,12,315,-2,105,-1,regional
53,13,315,-2,105,-1,regional
53,14,315,-2,105,-1,regional
53,15,315,-2,105,-1,regional
53,16,315,-2,105,-1,regional
53,17,315,-2,105,-1,regional
53,18,315,-2,105,-1,regional
53,19,315,-2,105,-1,regional
54,0,324,-2,108,-1,express
54,1,324,-2,108,-1,express
54,2,328,0,108,1540,express
54,3,329,1,108,1541,express
54,4,330,2,108,1542,express
54,5,331,3,108,1543,express
54,6,333,4,108,1545,express
54,7,334,5,108,1546,express
54,8,335,6,108,1547,express
54,9,325,8,108,-1,express
54,10,325,8,108,-1,express
54,11,325,8,108,-1,express
54,12,325,8,108,-1,express
54,13,325,8,108,-1,express
54,14,325,8,108,-1,express
54,15,325,8,108,-1,express
54,16,325,8,108,-1,express
54,17,325,8,108,-1,express
54,18,325,8,108,-1,express
54,19,325,8,108,-1,express
55,0,326,8,109,-1,regional
55,1,326,8,109,-1,regional
55,2,335,6,108,1547,regional
55,3,334,5,108,1546,regional
55,4,333,4,108,1545,regional
55,5,332,3,109,1544,regional
55,6,330,2,108,1542,regional
55,7,329,1,108,1541,regional
55,8,328,0,108,1540,regional
55,9,327,-2,109,-1,regional
55,10,327,-2,109,-1,regional
55,11,327,-2,109,-1,regional
55,12,327,-2,109,-1,regional
55,13,327,-2,109,-1,regional
55,14,327,-2,109,-1,regional
55,15,327,-2,109,-1,regional
55,16,327,-2,109,-1,regional
55,17,327,-2,109,-1,regional
55,18,327,-2,109,-1,regional
55,19,327,-2,109,-1,regional
56,0,336,-2,112,-1,express
56,1,340,0,112,1560,express
56,2,341,1,112,1561,express
56,3,342,2,112,1562,express
56,4,343,3,112,1563,express
56,5,345,4,112,1565,express
56,6,346,5,112,1566,express
56,7,347,6,112,1567,express
56,8,337,8,112,-1,express
56,9,337,8,112,-1,express
56,10,337,8,112,-1,express
56,11,337,8,112,-1,express
56,12,337,8,112,-1,express
56,13,337,8,112,-1,express
56,14,337,8,112,-1,express
56,15,337,8,112,-1,express
56,16,337,8,112,-1,express
56,17,337,8,112,-1,express
56,18,337,8,112,-1,express
56,19,337,8,112,-1,express
57,0,338,8,113,-1,regional
57,1,347,6,112,1567,regional
57,2,346,5,112,1566,regional
57,3,345,4,112,1565,regional
57,4,344,3,113,1564,regional
57,5,342,2,112,1562,regional
57,6,341,1,112,1561,regional
57,7,340,0,112,1560,regional
57,8,339,-2,113,-1,regional
57,9,339,-2,113,-1,regional
57,10,339,-2,113,-1,regional
57,11,339,-2,113,-1,regional
57,12,339,-2,113,-1,regional
57,13,339,-2,113,-1,regional
57,14,339,-2,113,-1,regional
57,15,339,-2,113,-1,regional
57,16,339,-2,113,-1,regional
57,17,339,-2,113,-1,regional
57,18,339,-2,113,-1,regional
57,19,339,-2,113,-1,regional
58,0,348,-2,116,-1,express
58,1,348,-2,116,-1,express
58,2,352,0,116,1580,express
58,3,353,1,116,1581,express
58,4,354,2,116,1582,express
58,5,355,3,116,1583,express
58,6,357,4,116,1585,express
58,7,358,5,116,1586,express
58,8,359,6,116,1587,express
58,9,349,8,116,-1,express
58,10,349,8,116,-1,express
58,11,349,8,116,-1,express
58,12,349,8,116,-1,express
58,13,349,8,116,-1,express
58,14,349,8,116,-1,express
58,15,349,8,116,-1,express
58,16,349,8,116,-1,express
58,17,349,8,116,-1,express
58,18,349,8,116,-1,express
58,19,349,8,116,-1,express
59,0,350,8,117,-1,regional
59,1,350,8,117,-1,regional
59,2,359,6,116,1587,regional
59,3,358,5,116,1586,regional
59,4,357,4,116,1585,regional
59,5,356,3,117,1584,regional
59,6,354,2,116,1582,regional
59,7,353,1,116,1581,regional
59,8,352,0,116,1580,regional
59,9,351,-2,117,-1,regional
59,10,351,-2,117,-1,regional
59,11,351,-2,117,-1,regional
59,12,351,-2,117,-1,regional
59,13,351,-2,117,-1,regional
59,14,351,-2,117,-1,regional
59,15,351,-2,117,-1,regional
59,16,351,-2,117,-1,regional
59,17,351,-2,117,-1,regional
59,18,351,-2,117,-1,regional
59,19,351,-2,117,-1,regional
60,0,360,-2,120,-1,express
60,1,364,0,120,1600,express
60,2,365,1,120,1601,express
60,3,366,2,120,1602,express
60,4,367,3,120,1603,express
60,5,369,4,120,1605,express
60,6,370,5,120,1606,express
60,7,371,6,120,1607,express
60,8,361,8,120,-1,express
60,9,361,8,120,-1,express
60,10,361,8,120,-1,express
60,11,361,8,120,-1,express
60,12,361,8,120,-1,express
60,13,361,8,120,-1,express
60,14,361,8,120,-1,express
60,15,361,8,120,-1,express
60,16,361,8,120,-1,express
60,17,361,8,120,-1,express
60,18,361,8,120,-1,express
60,19,361,8,120,-1,express
61,0,362,8,121,-1,regional
61,1,371,6,120,1607,regional
61,2,370,5,120,1606,regional
61,3,369,4,120,1605,regional
61,4,368,3,121,1604,regional
61,5,366,2,120,1602,regional
61,6,365,1,120,1601,regional
61,7,364,0,120,1600,regional
61,8,363,-2,121,-1,regional
61,9,363,-2,121,-1,regional
61,10,363,-2,121,-1,regional
61,11,363,-2,121,-1,regional
61,12,363,-2,121,-1,regional
61,13,363,-2,121,-1,regional
61,14,363,-2,121,-1,regional
61,15,363,-2,121,-1,regional
61,16,363,-2,121,-1,regional
61,17,363,-2,121,-1,regional
61,18,363,-2,121,-1,regional
61,19,363,-2,121,-1,regional
62,0,372,-2,124,-1,express
62,1,372,-2,124,-1,express
62,2,376,0,124,1620,express
62,3,377,1,124,1621,express
62,4,378,2,124,1622,express
62,5,379,3,124,1623,express
62,6,381,4,124,1625,express
62,7,382,5,124,1626,express
62,8,383,6,124,1627,express
62,9,373,8,124,-1,express
62,10,373,8,124,-1,express
62,11,373,8,124,-1,express
62,12,373,8,124,-1,express
62,13,373,8,124,-1,express
62,14,373,8,124,-1,express
62,15,373,8,124,-1,express
62,16,373,8,124,-1,express
62,17,373,8,124,-1,express
62,18,373,8,124,-1,express
62,19,373,8,124,-1,express
63,0,374,8,125,-1,regional
63,1,374,8,125,-1,regional
63,2,383,6,124,1627,regional
63,3,382,5,124,1626,regional
63,4,381,4,124,1625,regional
63,5,380,3,125,1624,regional
63,6,378,2,124,1622,regional
63,7,377,1,124,1621,regional
63,8,376,0,124,1620,regional
63,9,375,-2,125,-1,regional
63,10,375,-2,125,-1,regional
63,11,375,-2,125,-1,regional
63,12,375,-2,125,-1,regional
63,13,375,-2,125,-1,regional
63,14,375,-2,125,-1,regional
63,15,375,-2,125,-1,regional
63,16,375,-2,125,-1,regional
63,17,375,-2,125,-1,regional
63,18,375,-2,125,-1,regional
63,19,375,-2,125,-1,regional
